step,eval_return
10000,153.86500888816434
20000,78.58582523112081
30000,230.94119548139457
40000,350.7597245871604
50000,162.50922099849848
60000,122.06176293049131
70000,226.7818162165222
80000,212.19696037691483
90000,222.19705462156443
100000,623.5178195039077
110000,493.32670555871044
120000,620.3529524931366
130000,549.4067116687502
140000,906.8856935491103
150000,763.3905602929334
160000,1327.2033666710151
170000,990.378486163442
180000,783.7027343504062
190000,1015.8573394478917
200000,1438.1562932194797
210000,1499.5009699277537
220000,1882.8377114394643
230000,2177.7395714904537
240000,2643.300933594138
250000,3063.8070417299364
260000,2962.5699497446267
270000,2552.511964671484
280000,2880.6999056603286
290000,3099.0904636146033
300000,2079.27690819116
310000,2627.6728093307115
320000,3364.0014889766776
330000,4063.4409131694288
340000,3356.683574433292
350000,3175.514781321175
360000,3325.256759159033
370000,3458.833377564032
380000,3165.859197606228
390000,3972.919315076754
400000,4258.978661220084
410000,4150.528237552828
420000,4400.452431195407
430000,4160.123854893412
440000,4218.35344383766
450000,4033.192824621169
460000,3635.145203848978
470000,4530.845025190684
480000,4264.429440665879
490000,4298.835750835079
500000,4376.4074774370665
